date,name,category,value
"Mar 29, 2022",Urbanization and Smart Cities,Automotive,225
"Mar 29, 2022",COVID-nineteen,Financial Services,273
"Mar 30, 2022",Public Health,FMCG,36
"Mar 30, 2022",Environment,Electronics,130
"Mar 30, 2022",Equitable Access to Environmental Goods,Financial Services,236
"Mar 30, 2022",Social Welfare,Automotive,267
"Mar 30, 2022",Politics and Global Governance,Beverages,412
"Mar 30, 2022","Economy, Trade and Investment",Technology,179
"Mar 30, 2022","Digital Governance, Privacy and Technology",Business Services,449
"Mar 30, 2022",Media and Public Opinion,Technology,431
"Mar 30, 2022",Inclusive Development and Human Rights,Technology,369
"Mar 30, 2022",Employment & Social Development,Diversified,23
"Mar 30, 2022","Education, Skills & Competecies",Automotive,193
"Mar 30, 2022",Climate Change & Resilience,Media,63
"Mar 30, 2022",Pollution,Restaurants,73
"Mar 30, 2022",Natural Capital Use and Managment,Telecommunications,163
"Mar 30, 2022",Demographics,Tobacco,191
"Mar 30, 2022",Urbanization and Smart Cities,Automotive,386
"Mar 30, 2022",COVID-nineteen,Electronics,306
"Mar 31, 2022",Public Health,Business Services,410
"Mar 31, 2022",Environment,Automotive,201
"Mar 31, 2022",Equitable Access to Environmental Goods,Financial Services,276
"Mar 31, 2022",Social Welfare,FMCG,262
"Mar 31, 2022",Politics and Global Governance,Electronics,345
"Mar 31, 2022","Economy, Trade and Investment",Financial Services,384
"Mar 31, 2022","Digital Governance, Privacy and Technology",Automotive,344
"Mar 31, 2022",Media and Public Opinion,Beverages,213
"Mar 31, 2022",Inclusive Development and Human Rights,Technology,69
"Mar 31, 2022",Employment & Social Development,Business Services,483
"Mar 31, 2022","Education, Skills & Competecies",Technology,186
"Mar 31, 2022",Climate Change & Resilience,Technology,304
"Mar 31, 2022",Pollution,Diversified,321
"Mar 31, 2022",Natural Capital Use and Managment,Automotive,61
"Mar 31, 2022",Demographics,Media,375
"Mar 31, 2022",Urbanization and Smart Cities,Restaurants,290
"Mar 31, 2022",COVID-nineteen,Telecommunications,498
"Apr 1, 2022",Public Health,Tobacco,348
"Apr 1, 2022",Environment,Automotive,217
"Apr 1, 2022",Equitable Access to Environmental Goods,Electronics,175
"Apr 1, 2022",Social Welfare,Business Services,318
"Apr 1, 2022",Politics and Global Governance,Automotive,474
"Apr 1, 2022","Economy, Trade and Investment",Financial Services,108
"Apr 1, 2022","Digital Governance, Privacy and Technology",FMCG,259
"Apr 1, 2022",Media and Public Opinion,Electronics,392
"Apr 1, 2022",Inclusive Development and Human Rights,Financial Services,233
"Apr 1, 2022",Employment & Social Development,Automotive,286
"Apr 1, 2022","Education, Skills & Competecies",Beverages,443
"Apr 1, 2022",Climate Change & Resilience,Technology,460
"Apr 1, 2022",Pollution,Business Services,175
"Apr 1, 2022",Natural Capital Use and Managment,Technology,409
"Apr 1, 2022",Demographics,Technology,433
"Apr 1, 2022",Urbanization and Smart Cities,Diversified,81
"Apr 1, 2022",COVID-nineteen,Automotive,430
"Apr 2, 2022",Public Health,Media,62
"Apr 2, 2022",Environment,Restaurants,383
"Apr 2, 2022",Equitable Access to Environmental Goods,Telecommunications,122
"Apr 2, 2022",Social Welfare,Tobacco,382
"Apr 2, 2022",Politics and Global Governance,Automotive,58
"Apr 2, 2022","Economy, Trade and Investment",Electronics,326
"Apr 2, 2022","Digital Governance, Privacy and Technology",Business Services,412
"Apr 2, 2022",Media and Public Opinion,Automotive,268
"Apr 2, 2022",Inclusive Development and Human Rights,Financial Services,209
"Apr 2, 2022",Employment & Social Development,FMCG,345
"Apr 2, 2022","Education, Skills & Competecies",Electronics,442
"Apr 2, 2022",Climate Change & Resilience,Financial Services,147
"Apr 2, 2022",Pollution,Automotive,273
"Apr 2, 2022",Natural Capital Use and Managment,Beverages,194
"Apr 2, 2022",Demographics,Technology,433
"Apr 2, 2022",Urbanization and Smart Cities,Business Services,175
"Apr 2, 2022",COVID-nineteen,Technology,435
"Apr 3, 2022",Public Health,Technology,131
"Apr 3, 2022",Environment,Diversified,207
"Apr 3, 2022",Equitable Access to Environmental Goods,Automotive,412
"Apr 3, 2022",Social Welfare,Media,217
"Apr 3, 2022",Politics and Global Governance,Restaurants,457
"Apr 3, 2022","Economy, Trade and Investment",Telecommunications,247
"Apr 3, 2022","Digital Governance, Privacy and Technology",Tobacco,26
"Apr 3, 2022",Media and Public Opinion,Automotive,421
"Apr 3, 2022",Inclusive Development and Human Rights,Electronics,153
"Apr 3, 2022",Employment & Social Development,Business Services,453
"Apr 3, 2022","Education, Skills & Competecies",Automotive,91
"Apr 3, 2022",Climate Change & Resilience,Financial Services,429
"Apr 3, 2022",Pollution,FMCG,325
"Apr 3, 2022",Natural Capital Use and Managment,Electronics,158
"Apr 3, 2022",Demographics,Financial Services,309
"Apr 3, 2022",Urbanization and Smart Cities,Automotive,159
"Apr 3, 2022",COVID-nineteen,Beverages,281
"Apr 4, 2022",Public Health,Technology,43
"Apr 4, 2022",Environment,Business Services,121
"Apr 4, 2022",Equitable Access to Environmental Goods,Technology,445
"Apr 4, 2022",Social Welfare,Technology,421
"Apr 4, 2022",Politics and Global Governance,Diversified,313
"Apr 4, 2022","Economy, Trade and Investment",Automotive,218
"Apr 4, 2022","Digital Governance, Privacy and Technology",Media,234
"Apr 4, 2022",Media and Public Opinion,Restaurants,24
"Apr 4, 2022",Inclusive Development and Human Rights,Telecommunications,230
"Apr 4, 2022",Employment & Social Development,Tobacco,303
"Apr 4, 2022","Education, Skills & Competecies",Automotive,93
"Apr 4, 2022",Climate Change & Resilience,Electronics,383
"Apr 4, 2022",Pollution,Business Services,383
"Apr 4, 2022",Natural Capital Use and Managment,Automotive,415
"Apr 4, 2022",Demographics,Financial Services,277
"Apr 4, 2022",Urbanization and Smart Cities,FMCG,467
"Apr 4, 2022",COVID-nineteen,Electronics,204
"Apr 5, 2022",Public Health,Financial Services,323
"Apr 5, 2022",Environment,Automotive,112
"Apr 5, 2022",Equitable Access to Environmental Goods,Beverages,339
"Apr 5, 2022",Social Welfare,Technology,369
"Apr 5, 2022",Politics and Global Governance,Business Services,500
"Apr 5, 2022","Economy, Trade and Investment",Technology,209
"Apr 5, 2022","Digital Governance, Privacy and Technology",Technology,322
"Apr 5, 2022",Media and Public Opinion,Diversified,448
"Apr 5, 2022",Inclusive Development and Human Rights,Automotive,100
"Apr 5, 2022",Employment & Social Development,Media,266
"Apr 5, 2022","Education, Skills & Competecies",Restaurants,357
"Apr 5, 2022",Climate Change & Resilience,Telecommunications,372
"Apr 5, 2022",Pollution,Tobacco,96
"Apr 5, 2022",Natural Capital Use and Managment,Automotive,332
"Apr 5, 2022",Demographics,Electronics,213
"Apr 5, 2022",Urbanization and Smart Cities,Business Services,468
"Apr 5, 2022",COVID-nineteen,Automotive,37
"Apr 6, 2022",Public Health,Financial Services,463
"Apr 6, 2022",Environment,FMCG,261
"Apr 6, 2022",Equitable Access to Environmental Goods,Electronics,189
"Apr 6, 2022",Social Welfare,Financial Services,112
"Apr 6, 2022",Politics and Global Governance,Automotive,318
"Apr 6, 2022","Economy, Trade and Investment",Beverages,102
"Apr 6, 2022","Digital Governance, Privacy and Technology",Technology,250
"Apr 6, 2022",Media and Public Opinion,Business Services,403
"Apr 6, 2022",Inclusive Development and Human Rights,Technology,422
"Apr 6, 2022",Employment & Social Development,Technology,424
"Apr 6, 2022","Education, Skills & Competecies",Diversified,176
"Apr 6, 2022",Climate Change & Resilience,Automotive,335
"Apr 6, 2022",Pollution,Media,142
"Apr 6, 2022",Natural Capital Use and Managment,Restaurants,377
"Apr 6, 2022",Demographics,Telecommunications,449
"Apr 6, 2022",Urbanization and Smart Cities,Tobacco,188
"Apr 6, 2022",COVID-nineteen,Automotive,252
"Apr 7, 2022",Public Health,Electronics,388
"Apr 7, 2022",Environment,Business Services,157
"Apr 7, 2022",Equitable Access to Environmental Goods,Automotive,255
"Apr 7, 2022",Social Welfare,Financial Services,345
"Apr 7, 2022",Politics and Global Governance,FMCG,25
"Apr 7, 2022","Economy, Trade and Investment",Electronics,385
"Apr 7, 2022","Digital Governance, Privacy and Technology",Financial Services,306
"Apr 7, 2022",Media and Public Opinion,Automotive,191
"Apr 7, 2022",Inclusive Development and Human Rights,Beverages,142
"Apr 7, 2022",Employment & Social Development,Technology,496
"Apr 7, 2022","Education, Skills & Competecies",Business Services,452
"Apr 7, 2022",Climate Change & Resilience,Technology,473
"Apr 7, 2022",Pollution,Technology,106
"Apr 7, 2022",Natural Capital Use and Managment,Diversified,381
"Apr 7, 2022",Demographics,Automotive,92
"Apr 7, 2022",Urbanization and Smart Cities,Media,337
"Apr 7, 2022",COVID-nineteen,Restaurants,315
"Apr 8, 2022",Public Health,Telecommunications,252
"Apr 8, 2022",Environment,Tobacco,129
"Apr 8, 2022",Equitable Access to Environmental Goods,Automotive,298
"Apr 8, 2022",Social Welfare,Electronics,384
"Apr 8, 2022",Politics and Global Governance,Business Services,436
"Apr 8, 2022","Economy, Trade and Investment",Automotive,92
"Apr 8, 2022","Digital Governance, Privacy and Technology",Financial Services,68
"Apr 8, 2022",Media and Public Opinion,FMCG,179
"Apr 8, 2022",Inclusive Development and Human Rights,Electronics,289
"Apr 8, 2022",Employment & Social Development,Financial Services,169
"Apr 8, 2022","Education, Skills & Competecies",Automotive,187
"Apr 8, 2022",Climate Change & Resilience,Beverages,257
"Apr 8, 2022",Pollution,Technology,95
"Apr 8, 2022",Natural Capital Use and Managment,Business Services,290
"Apr 8, 2022",Demographics,Technology,235
"Apr 8, 2022",Urbanization and Smart Cities,Technology,462
"Apr 8, 2022",COVID-nineteen,Diversified,455
"Apr 9, 2022",Public Health,Automotive,134
"Apr 9, 2022",Environment,Media,57
"Apr 9, 2022",Equitable Access to Environmental Goods,Restaurants,209
"Apr 9, 2022",Social Welfare,Telecommunications,278
"Apr 9, 2022",Politics and Global Governance,Tobacco,216
"Apr 9, 2022","Economy, Trade and Investment",Automotive,175
"Apr 9, 2022","Digital Governance, Privacy and Technology",Electronics,295
"Apr 9, 2022",Media and Public Opinion,Business Services,158
"Apr 9, 2022",Inclusive Development and Human Rights,Automotive,138
"Apr 9, 2022",Employment & Social Development,Financial Services,454
"Apr 9, 2022","Education, Skills & Competecies",FMCG,256
"Apr 9, 2022",Climate Change & Resilience,Electronics,388
"Apr 9, 2022",Pollution,Financial Services,483
"Apr 9, 2022",Natural Capital Use and Managment,Automotive,181
"Apr 9, 2022",Demographics,Beverages,486
"Apr 9, 2022",Urbanization and Smart Cities,Technology,486
"Apr 9, 2022",COVID-nineteen,Business Services,302
"Apr 10, 2022",Public Health,Technology,228
"Apr 10, 2022",Environment,Technology,176
"Apr 10, 2022",Equitable Access to Environmental Goods,Diversified,55
"Apr 10, 2022",Social Welfare,Automotive,407
"Apr 10, 2022",Politics and Global Governance,Media,410
"Apr 10, 2022","Economy, Trade and Investment",Restaurants,373
"Apr 10, 2022","Digital Governance, Privacy and Technology",Telecommunications,35
"Apr 10, 2022",Media and Public Opinion,Tobacco,115
"Apr 10, 2022",Inclusive Development and Human Rights,Automotive,379
"Apr 10, 2022",Employment & Social Development,Electronics,62
"Apr 10, 2022","Education, Skills & Competecies",Business Services,165
"Apr 10, 2022",Climate Change & Resilience,Automotive,227
"Apr 10, 2022",Pollution,Financial Services,428
"Apr 10, 2022",Natural Capital Use and Managment,FMCG,234
"Apr 10, 2022",Demographics,Electronics,63
"Apr 10, 2022",Urbanization and Smart Cities,Financial Services,240
"Apr 10, 2022",COVID-nineteen,Automotive,237
"Apr 11, 2022",Public Health,Beverages,48
"Apr 11, 2022",Environment,Technology,338
"Apr 11, 2022",Equitable Access to Environmental Goods,Business Services,148
"Apr 11, 2022",Social Welfare,Technology,286
"Apr 11, 2022",Politics and Global Governance,Technology,230
"Apr 11, 2022","Economy, Trade and Investment",Diversified,107
"Apr 11, 2022","Digital Governance, Privacy and Technology",Automotive,270
"Apr 11, 2022",Media and Public Opinion,Media,223
"Apr 11, 2022",Inclusive Development and Human Rights,Restaurants,88
"Apr 11, 2022",Employment & Social Development,Telecommunications,244
"Apr 11, 2022","Education, Skills & Competecies",Tobacco,151
"Apr 11, 2022",Climate Change & Resilience,Automotive,358
"Apr 11, 2022",Pollution,Electronics,423
"Apr 11, 2022",Natural Capital Use and Managment,Business Services,389
"Apr 11, 2022",Demographics,Automotive,27
"Apr 11, 2022",Urbanization and Smart Cities,Financial Services,490
"Apr 11, 2022",COVID-nineteen,FMCG,300
"Apr 12, 2022",Public Health,Electronics,247
"Apr 12, 2022",Environment,Financial Services,259
"Apr 12, 2022",Equitable Access to Environmental Goods,Automotive,124
"Apr 12, 2022",Social Welfare,Beverages,291
"Apr 12, 2022",Politics and Global Governance,Technology,76
"Apr 12, 2022","Economy, Trade and Investment",Business Services,80
"Apr 12, 2022","Digital Governance, Privacy and Technology",Technology,290
"Apr 12, 2022",Media and Public Opinion,Technology,122
"Apr 12, 2022",Inclusive Development and Human Rights,Diversified,349
"Apr 12, 2022",Employment & Social Development,Automotive,140
"Apr 12, 2022","Education, Skills & Competecies",Media,74
"Apr 12, 2022",Climate Change & Resilience,Restaurants,113
"Apr 12, 2022",Pollution,Telecommunications,283
"Apr 12, 2022",Natural Capital Use and Managment,Tobacco,177
"Apr 12, 2022",Demographics,Automotive,129
"Apr 12, 2022",Urbanization and Smart Cities,Electronics,395
"Apr 12, 2022",COVID-nineteen,Business Services,362
"Apr 13, 2022",Public Health,Automotive,391
"Apr 13, 2022",Environment,Financial Services,457
"Apr 13, 2022",Equitable Access to Environmental Goods,FMCG,493
"Apr 13, 2022",Social Welfare,Electronics,149
"Apr 13, 2022",Politics and Global Governance,Financial Services,154
"Apr 13, 2022","Economy, Trade and Investment",Automotive,248
"Apr 13, 2022","Digital Governance, Privacy and Technology",Beverages,131
"Apr 13, 2022",Media and Public Opinion,Technology,62
"Apr 13, 2022",Inclusive Development and Human Rights,Business Services,287
"Apr 13, 2022",Employment & Social Development,Technology,310
"Apr 13, 2022","Education, Skills & Competecies",Technology,221
"Apr 13, 2022",Climate Change & Resilience,Diversified,407
"Apr 13, 2022",Pollution,Automotive,343
"Apr 13, 2022",Natural Capital Use and Managment,Media,140
"Apr 13, 2022",Demographics,Restaurants,497
"Apr 13, 2022",Urbanization and Smart Cities,Telecommunications,77
"Apr 13, 2022",COVID-nineteen,Tobacco,362
"Apr 14, 2022",Public Health,Automotive,352
"Apr 14, 2022",Environment,Electronics,49
"Apr 14, 2022",Equitable Access to Environmental Goods,Business Services,141
"Apr 14, 2022",Social Welfare,Automotive,27
"Apr 14, 2022",Politics and Global Governance,Financial Services,83
"Apr 14, 2022","Economy, Trade and Investment",FMCG,311
"Apr 14, 2022","Digital Governance, Privacy and Technology",Electronics,101
"Apr 14, 2022",Media and Public Opinion,Financial Services,28
"Apr 14, 2022",Inclusive Development and Human Rights,Automotive,438
"Apr 14, 2022",Employment & Social Development,Beverages,318
"Apr 14, 2022","Education, Skills & Competecies",Technology,429
"Apr 14, 2022",Climate Change & Resilience,Business Services,348
"Apr 14, 2022",Pollution,Technology,42
"Apr 14, 2022",Natural Capital Use and Managment,Technology,158
"Apr 14, 2022",Demographics,Diversified,233
"Apr 14, 2022",Urbanization and Smart Cities,Automotive,283
"Apr 14, 2022",COVID-nineteen,Media,200
"Apr 15, 2022",Public Health,Restaurants,241
"Apr 15, 2022",Environment,Telecommunications,305
"Apr 15, 2022",Equitable Access to Environmental Goods,Tobacco,338
"Apr 15, 2022",Social Welfare,Automotive,33
"Apr 15, 2022",Politics and Global Governance,Electronics,141
"Apr 15, 2022","Economy, Trade and Investment",Business Services,347
"Apr 15, 2022","Digital Governance, Privacy and Technology",Automotive,39
"Apr 15, 2022",Media and Public Opinion,Financial Services,81
"Apr 15, 2022",Inclusive Development and Human Rights,FMCG,26
"Apr 15, 2022",Employment & Social Development,Electronics,450
"Apr 15, 2022","Education, Skills & Competecies",Financial Services,440
"Apr 15, 2022",Climate Change & Resilience,Automotive,419
"Apr 15, 2022",Pollution,Beverages,442
"Apr 15, 2022",Natural Capital Use and Managment,Technology,189
"Apr 15, 2022",Demographics,Business Services,197
"Apr 15, 2022",Urbanization and Smart Cities,Technology,58
"Apr 15, 2022",COVID-nineteen,Technology,391
"Apr 16, 2022",Public Health,Diversified,271
"Apr 16, 2022",Environment,Automotive,490
"Apr 16, 2022",Equitable Access to Environmental Goods,Media,242
"Apr 16, 2022",Social Welfare,Restaurants,41
"Apr 16, 2022",Politics and Global Governance,Telecommunications,120
"Apr 16, 2022","Economy, Trade and Investment",Tobacco,401
"Apr 16, 2022","Digital Governance, Privacy and Technology",Automotive,261
"Apr 16, 2022",Media and Public Opinion,Electronics,439
"Apr 16, 2022",Inclusive Development and Human Rights,Business Services,168
"Apr 16, 2022",Employment & Social Development,Automotive,32
"Apr 16, 2022","Education, Skills & Competecies",Financial Services,463
"Apr 16, 2022",Climate Change & Resilience,FMCG,129
"Apr 16, 2022",Pollution,Electronics,175
"Apr 16, 2022",Natural Capital Use and Managment,Financial Services,434
"Apr 16, 2022",Demographics,Automotive,49
"Apr 16, 2022",Urbanization and Smart Cities,Beverages,219
"Apr 16, 2022",COVID-nineteen,Technology,192
"Apr 17, 2022",Public Health,Business Services,217
"Apr 17, 2022",Environment,Technology,353
"Apr 17, 2022",Equitable Access to Environmental Goods,Technology,112
"Apr 17, 2022",Social Welfare,Diversified,487
"Apr 17, 2022",Politics and Global Governance,Automotive,81
"Apr 17, 2022","Economy, Trade and Investment",Media,467
"Apr 17, 2022","Digital Governance, Privacy and Technology",Restaurants,34
"Apr 17, 2022",Media and Public Opinion,Telecommunications,381
"Apr 17, 2022",Inclusive Development and Human Rights,Tobacco,466
"Apr 17, 2022",Employment & Social Development,Automotive,406
"Apr 17, 2022","Education, Skills & Competecies",Electronics,182
"Apr 17, 2022",Climate Change & Resilience,Business Services,486
"Apr 17, 2022",Pollution,Automotive,42
"Apr 17, 2022",Natural Capital Use and Managment,Financial Services,171
"Apr 17, 2022",Demographics,FMCG,193
"Apr 17, 2022",Urbanization and Smart Cities,Electronics,491
"Apr 17, 2022",COVID-nineteen,Financial Services,477
"Apr 18, 2022",Public Health,Automotive,259
"Apr 18, 2022",Environment,Beverages,48
"Apr 18, 2022",Equitable Access to Environmental Goods,Technology,176
"Apr 18, 2022",Social Welfare,Business Services,376
"Apr 18, 2022",Politics and Global Governance,Technology,59
"Apr 18, 2022","Economy, Trade and Investment",Technology,228
"Apr 18, 2022","Digital Governance, Privacy and Technology",Diversified,311
"Apr 18, 2022",Media and Public Opinion,Automotive,495
"Apr 18, 2022",Inclusive Development and Human Rights,Media,411
"Apr 18, 2022",Employment & Social Development,Restaurants,353
"Apr 18, 2022","Education, Skills & Competecies",Telecommunications,181
"Apr 18, 2022",Climate Change & Resilience,Tobacco,252
"Apr 18, 2022",Pollution,Automotive,231
"Apr 18, 2022",Natural Capital Use and Managment,Electronics,87
"Apr 18, 2022",Demographics,Business Services,437
"Apr 18, 2022",Urbanization and Smart Cities,Automotive,83
"Apr 18, 2022",COVID-nineteen,Financial Services,322
"Apr 19, 2022",Public Health,FMCG,441
"Apr 19, 2022",Environment,Electronics,243
"Apr 19, 2022",Equitable Access to Environmental Goods,Financial Services,55
"Apr 19, 2022",Social Welfare,Automotive,404
"Apr 19, 2022",Politics and Global Governance,Beverages,136
"Apr 19, 2022","Economy, Trade and Investment",Technology,142
"Apr 19, 2022","Digital Governance, Privacy and Technology",Business Services,120
"Apr 19, 2022",Media and Public Opinion,Technology,488
"Apr 19, 2022",Inclusive Development and Human Rights,Technology,214
"Apr 19, 2022",Employment & Social Development,Diversified,330
"Apr 19, 2022","Education, Skills & Competecies",Automotive,252
"Apr 19, 2022",Climate Change & Resilience,Media,157
"Apr 19, 2022",Pollution,Restaurants,341
"Apr 19, 2022",Natural Capital Use and Managment,Telecommunications,132
"Apr 19, 2022",Demographics,Tobacco,308
"Apr 19, 2022",Urbanization and Smart Cities,Automotive,334
"Apr 19, 2022",COVID-nineteen,Electronics,461
"Apr 20, 2022",Public Health,Business Services,425
"Apr 20, 2022",Environment,Automotive,231
"Apr 20, 2022",Equitable Access to Environmental Goods,Financial Services,287
"Apr 20, 2022",Social Welfare,FMCG,497
"Apr 20, 2022",Politics and Global Governance,Electronics,351
"Apr 20, 2022","Economy, Trade and Investment",Financial Services,33
"Apr 20, 2022","Digital Governance, Privacy and Technology",Automotive,252
"Apr 20, 2022",Media and Public Opinion,Beverages,24
"Apr 20, 2022",Inclusive Development and Human Rights,Technology,26
"Apr 20, 2022",Employment & Social Development,Business Services,404
"Apr 20, 2022","Education, Skills & Competecies",Technology,429
"Apr 20, 2022",Climate Change & Resilience,Technology,193
"Apr 20, 2022",Pollution,Diversified,372
"Apr 20, 2022",Natural Capital Use and Managment,Automotive,421
"Apr 20, 2022",Demographics,Media,356
"Apr 20, 2022",Urbanization and Smart Cities,Restaurants,294
"Apr 20, 2022",COVID-nineteen,Telecommunications,403
"Apr 21, 2022",Public Health,Tobacco,458
"Apr 21, 2022",Environment,Automotive,235
"Apr 21, 2022",Equitable Access to Environmental Goods,Electronics,159
"Apr 21, 2022",Social Welfare,Business Services,477
"Apr 21, 2022",Politics and Global Governance,Automotive,262
"Apr 21, 2022","Economy, Trade and Investment",Financial Services,179
"Apr 21, 2022","Digital Governance, Privacy and Technology",FMCG,241
"Apr 21, 2022",Media and Public Opinion,Electronics,308
"Apr 21, 2022",Inclusive Development and Human Rights,Financial Services,168
"Apr 21, 2022",Employment & Social Development,Automotive,485
"Apr 21, 2022","Education, Skills & Competecies",Beverages,41
"Apr 21, 2022",Climate Change & Resilience,Technology,144
"Apr 21, 2022",Pollution,Business Services,241
"Apr 21, 2022",Natural Capital Use and Managment,Technology,304
"Apr 21, 2022",Demographics,Technology,427
"Apr 21, 2022",Urbanization and Smart Cities,Diversified,438
"Apr 21, 2022",COVID-nineteen,Automotive,224
"Apr 22, 2022",Public Health,Media,105
"Apr 22, 2022",Environment,Restaurants,297
"Apr 22, 2022",Equitable Access to Environmental Goods,Telecommunications,454
"Apr 22, 2022",Social Welfare,Tobacco,211
"Apr 22, 2022",Politics and Global Governance,Automotive,298
"Apr 22, 2022","Economy, Trade and Investment",Electronics,394
"Apr 22, 2022","Digital Governance, Privacy and Technology",Business Services,376
"Apr 22, 2022",Media and Public Opinion,Automotive,107
"Apr 22, 2022",Inclusive Development and Human Rights,Financial Services,137
"Apr 22, 2022",Employment & Social Development,FMCG,110
"Apr 22, 2022","Education, Skills & Competecies",Electronics,172
"Apr 22, 2022",Climate Change & Resilience,Financial Services,348
"Apr 22, 2022",Pollution,Automotive,440
"Apr 22, 2022",Natural Capital Use and Managment,Beverages,416
"Apr 22, 2022",Demographics,Technology,190
"Apr 22, 2022",Urbanization and Smart Cities,Business Services,324
"Apr 22, 2022",COVID-nineteen,Technology,302
"Apr 23, 2022",Public Health,Technology,227
"Apr 23, 2022",Environment,Diversified,420
"Apr 23, 2022",Equitable Access to Environmental Goods,Automotive,300
"Apr 23, 2022",Social Welfare,Media,389
"Apr 23, 2022",Politics and Global Governance,Restaurants,449
"Apr 23, 2022","Economy, Trade and Investment",Telecommunications,269
"Apr 23, 2022","Digital Governance, Privacy and Technology",Tobacco,37
"Apr 23, 2022",Media and Public Opinion,Automotive,398
"Apr 23, 2022",Inclusive Development and Human Rights,Electronics,456
"Apr 23, 2022",Employment & Social Development,Business Services,252
"Apr 23, 2022","Education, Skills & Competecies",Automotive,181
"Apr 23, 2022",Climate Change & Resilience,Financial Services,138
"Apr 23, 2022",Pollution,FMCG,261
"Apr 23, 2022",Natural Capital Use and Managment,Electronics,274
"Apr 23, 2022",Demographics,Financial Services,500
"Apr 23, 2022",Urbanization and Smart Cities,Automotive,111
"Apr 23, 2022",COVID-nineteen,Beverages,468
"Apr 24, 2022",Public Health,Technology,205
"Apr 24, 2022",Environment,Business Services,187
"Apr 24, 2022",Equitable Access to Environmental Goods,Technology,490
"Apr 24, 2022",Social Welfare,Technology,93
"Apr 24, 2022",Politics and Global Governance,Diversified,163
"Apr 24, 2022","Economy, Trade and Investment",Automotive,306
"Apr 24, 2022","Digital Governance, Privacy and Technology",Media,106
"Apr 24, 2022",Media and Public Opinion,Restaurants,163
"Apr 24, 2022",Inclusive Development and Human Rights,Telecommunications,231
"Apr 24, 2022",Employment & Social Development,Tobacco,34
"Apr 24, 2022","Education, Skills & Competecies",Automotive,441
"Apr 24, 2022",Climate Change & Resilience,Electronics,299
"Apr 24, 2022",Pollution,Business Services,76
"Apr 24, 2022",Natural Capital Use and Managment,Automotive,315
"Apr 24, 2022",Demographics,Financial Services,132
"Apr 24, 2022",Urbanization and Smart Cities,FMCG,288
"Apr 24, 2022",COVID-nineteen,Electronics,182
"Apr 25, 2022",Public Health,Financial Services,38
"Apr 25, 2022",Environment,Automotive,39
"Apr 25, 2022",Equitable Access to Environmental Goods,Beverages,24
"Apr 25, 2022",Social Welfare,Technology,365
"Apr 25, 2022",Politics and Global Governance,Business Services,166
"Apr 25, 2022","Economy, Trade and Investment",Technology,138
"Apr 25, 2022","Digital Governance, Privacy and Technology",Technology,286
"Apr 25, 2022",Media and Public Opinion,Diversified,70
"Apr 25, 2022",Inclusive Development and Human Rights,Automotive,472
"Apr 25, 2022",Employment & Social Development,Media,75
"Apr 25, 2022","Education, Skills & Competecies",Restaurants,352
"Apr 25, 2022",Climate Change & Resilience,Telecommunications,231
"Apr 25, 2022",Pollution,Tobacco,153
"Apr 25, 2022",Natural Capital Use and Managment,Automotive,389
"Apr 25, 2022",Demographics,Electronics,94
"Apr 25, 2022",Urbanization and Smart Cities,Business Services,353
"Apr 25, 2022",COVID-nineteen,Automotive,301
"Apr 26, 2022",Public Health,Financial Services,200
"Apr 26, 2022",Environment,FMCG,204
"Apr 26, 2022",Equitable Access to Environmental Goods,Electronics,331
"Apr 26, 2022",Social Welfare,Financial Services,246
"Apr 26, 2022",Politics and Global Governance,Automotive,55
"Apr 26, 2022","Economy, Trade and Investment",Beverages,205
"Apr 26, 2022","Digital Governance, Privacy and Technology",Technology,176
"Apr 26, 2022",Media and Public Opinion,Business Services,347
"Apr 26, 2022",Inclusive Development and Human Rights,Technology,67
"Apr 26, 2022",Employment & Social Development,Technology,267
"Apr 26, 2022","Education, Skills & Competecies",Diversified,392
"Apr 26, 2022",Climate Change & Resilience,Automotive,159
"Apr 26, 2022",Pollution,Media,145
"Apr 26, 2022",Natural Capital Use and Managment,Restaurants,231
"Apr 26, 2022",Demographics,Telecommunications,316
"Apr 26, 2022",Urbanization and Smart Cities,Tobacco,197
"Apr 26, 2022",COVID-nineteen,Automotive,498
"Apr 27, 2022",Public Health,Electronics,114
"Apr 27, 2022",Environment,Business Services,295
"Apr 27, 2022",Equitable Access to Environmental Goods,Automotive,193
"Apr 27, 2022",Social Welfare,Financial Services,405
"Apr 27, 2022",Politics and Global Governance,FMCG,137
"Apr 27, 2022","Economy, Trade and Investment",Electronics,344
"Apr 27, 2022","Digital Governance, Privacy and Technology",Financial Services,405
"Apr 27, 2022",Media and Public Opinion,Automotive,389
"Apr 27, 2022",Inclusive Development and Human Rights,Beverages,190
"Apr 27, 2022",Employment & Social Development,Technology,233
"Apr 27, 2022","Education, Skills & Competecies",Business Services,259
"Apr 27, 2022",Climate Change & Resilience,Technology,114
"Apr 27, 2022",Pollution,Technology,292
"Apr 27, 2022",Natural Capital Use and Managment,Diversified,356
"Apr 27, 2022",Demographics,Automotive,491
"Apr 27, 2022",Urbanization and Smart Cities,Media,81
"Apr 27, 2022",COVID-nineteen,Restaurants,306
"Apr 28, 2022",Public Health,Telecommunications,492
"Apr 28, 2022",Environment,Tobacco,410
"Apr 28, 2022",Equitable Access to Environmental Goods,Automotive,353
"Apr 28, 2022",Social Welfare,Electronics,428
